E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.277,0.104,0.277,0.091,0.405,0.129,0.405,0.111,,,,,,,,,,,,,,,,
0.277,0.1,0.277,0.086,0.405,0.126,0.405,0.121,,,,,,,,,,,,,,,,
0.277,0.111,0.277,0.094,0.406,0.118,0.406,0.114,,,,,,,,,,,,,,,,
0.278,0.088,0.278,0.086,0.406,0.121,0.406,0.101,,,,,,,,,,,,,,,,
0.278,0.083,0.278,0.098,0.406,0.124,0.406,0.12,,,,,,,,,,,,,,,,
0.278,0.112,0.278,0.086,0.407,0.126,0.407,0.115,,,,,,,,,,,,,,,,
0.278,0.106,0.278,0.1,0.407,0.111,0.407,0.123,,,,,,,,,,,,,,,,
0.279,0.112,0.279,0.094,0.407,0.13,0.407,0.12,,,,,,,,,,,,,,,,
0.279,0.104,0.279,0.094,0.408,0.107,0.408,0.117,,,,,,,,,,,,,,,,
0.279,0.115,0.279,0.111,0.408,0.123,0.408,0.123,,,,,,,,,,,,,,,,
0.279,0.107,0.279,0.094,0.409,0.129,0.409,0.124,,,,,,,,,,,,,,,,
0.28,0.106,0.28,0.097,0.409,0.135,0.409,0.124,,,,,,,,,,,,,,,,
0.28,0.104,0.28,0.097,0.409,0.115,0.409,0.13,,,,,,,,,,,,,,,,
0.28,0.107,0.28,0.101,0.41,0.121,0.41,0.1,,,,,,,,,,,,,,,,
0.28,0.104,0.28,0.097,0.41,0.121,0.41,0.12,,,,,,,,,,,,,,,,
0.281,0.107,0.281,0.1,0.41,0.117,0.41,0.121,,,,,,,,,,,,,,,,
0.281,0.103,0.281,0.101,0.411,0.118,0.411,0.111,,,,,,,,,,,,,,,,
0.281,0.109,0.281,0.092,0.411,0.134,0.411,0.109,,,,,,,,,,,,,,,,
0.281,0.117,0.281,0.1,0.412,0.112,0.412,0.109,,,,,,,,,,,,,,,,
0.281,0.112,0.281,0.098,0.412,0.114,0.412,0.124,,,,,,,,,,,,,,,,
0.282,0.112,0.282,0.106,0.412,0.129,0.412,0.107,,,,,,,,,,,,,,,,
0.282,0.123,0.282,0.101,0.413,0.124,0.413,0.118,,,,,,,,,,,,,,,,
0.282,0.12,0.282,0.118,0.413,0.107,0.413,0.106,,,,,,,,,,,,,,,,
0.282,0.107,0.282,0.107,0.413,0.115,0.413,0.109,,,,,,,,,,,,,,,,
0.283,0.118,0.283,0.101,0.414,0.114,0.414,0.118,,,,,,,,,,,,,,,,
0.283,0.126,0.283,0.1,0.414,0.115,0.414,0.126,,,,,,,,,,,,,,,,
0.283,0.121,0.283,0.109,0.415,0.114,0.415,0.118,,,,,,,,,,,,,,,,
0.283,0.117,0.283,0.109,0.415,0.126,0.415,0.107,,,,,,,,,,,,,,,,
0.284,0.129,0.284,0.104,0.415,0.123,0.415,0.111,,,,,,,,,,,,,,,,
0.284,0.126,0.284,0.106,0.416,0.111,0.416,0.12,,,,,,,,,,,,,,,,
0.284,0.117,0.284,0.112,0.416,0.104,0.416,0.115,,,,,,,,,,,,,,,,
0.284,0.118,0.284,0.112,0.416,0.124,0.416,0.13,,,,,,,,,,,,,,,,
0.285,0.118,0.285,0.109,0.417,0.103,0.417,0.109,,,,,,,,,,,,,,,,
0.285,0.124,0.285,0.107,0.417,0.112,0.417,0.135,,,,,,,,,,,,,,,,
0.285,0.124,0.285,0.112,0.418,0.126,0.418,0.115,,,,,,,,,,,,,,,,
0.285,0.118,0.285,0.104,0.418,0.112,0.418,0.117,,,,,,,,,,,,,,,,
0.286,0.12,0.286,0.112,0.418,0.112,0.418,0.109,,,,,,,,,,,,,,,,
0.286,0.126,0.286,0.115,0.419,0.124,0.419,0.114,,,,,,,,,,,,,,,,
0.286,0.129,0.286,0.118,0.419,0.138,0.419,0.123,,,,,,,,,,,,,,,,
0.286,0.127,0.286,0.112,0.419,0.106,0.419,0.12,,,,,,,,,,,,,,,,
0.287,0.124,0.287,0.123,0.42,0.118,0.42,0.107,,,,,,,,,,,,,,,,
0.287,0.132,0.287,0.118,0.42,0.129,0.42,0.095,,,,,,,,,,,,,,,,
0.287,0.126,0.287,0.126,0.421,0.118,0.421,0.118,,,,,,,,,,,,,,,,
0.287,0.129,0.287,0.124,0.421,0.109,0.421,0.118,,,,,,,,,,,,,,,,
0.288,0.13,0.288,0.123,0.421,0.117,0.421,0.118,,,,,,,,,,,,,,,,
0.288,0.135,0.288,0.135,0.422,0.109,0.422,0.111,,,,,,,,,,,,,,,,
0.288,0.135,0.288,0.121,0.422,0.115,0.422,0.114,,,,,,,,,,,,,,,,
0.288,0.106,0.288,0.15,0.422,0.094,0.422,0.118,,,,,,,,,,,,,,,,
0.289,0.132,0.289,0.117,0.423,0.106,0.423,0.114,,,,,,,,,,,,,,,,
0.289,0.144,0.289,0.137,0.423,0.123,0.423,0.109,,,,,,,,,,,,,,,,
0.289,0.138,0.289,0.12,0.424,0.115,0.424,0.112,,,,,,,,,,,,,,,,
0.289,0.138,0.289,0.126,0.424,0.112,0.424,0.114,,,,,,,,,,,,,,,,
0.29,0.146,0.29,0.124,0.424,0.12,0.424,0.12,,,,,,,,,,,,,,,,
0.29,0.137,0.29,0.13,0.425,0.13,0.425,0.115,,,,,,,,,,,,,,,,
0.29,0.146,0.29,0.127,0.425,0.109,0.425,0.115,,,,,,,,,,,,,,,,
0.29,0.143,0.29,0.132,0.425,0.114,0.425,0.109,,,,,,,,,,,,,,,,
0.291,0.138,0.291,0.132,0.426,0.12,0.426,0.101,,,,,,,,,,,,,,,,
0.291,0.153,0.291,0.141,0.426,0.123,0.426,0.114,,,,,,,,,,,,,,,,
0.291,0.15,0.291,0.137,0.427,0.112,0.427,0.13,,,,,,,,,,,,,,,,
0.291,0.146,0.291,0.129,0.427,0.124,0.427,0.109,,,,,,,,,,,,,,,,
0.292,0.149,0.292,0.134,0.427,0.126,0.427,0.106,,,,,,,,,,,,,,,,
0.292,0.144,0.292,0.134,0.428,0.111,0.428,0.118,,,,,,,,,,,,,,,,
0.292,0.158,0.292,0.138,0.428,0.106,0.428,0.103,,,,,,,,,,,,,,,,
0.292,0.157,0.292,0.138,0.428,0.121,0.428,0.1,,,,,,,,,,,,,,,,
0.293,0.149,0.293,0.138,0.429,0.104,0.429,0.111,,,,,,,,,,,,,,,,
0.293,0.158,0.293,0.146,0.429,0.114,0.429,0.118,,,,,,,,,,,,,,,,
0.293,0.158,0.293,0.141,0.43,0.12,0.43,0.126,,,,,,,,,,,,,,,,
0.293,0.149,0.293,0.144,0.43,0.104,0.43,0.117,,,,,,,,,,,,,,,,
0.294,0.135,0.294,0.141,0.43,0.1,0.43,0.118,,,,,,,,,,,,,,,,
0.294,0.158,0.294,0.144,0.431,0.109,0.431,0.118,,,,,,,,,,,,,,,,
0.294,0.155,0.294,0.15,0.431,0.123,0.431,0.117,,,,,,,,,,,,,,,,
0.294,0.153,0.294,0.157,0.431,0.129,0.431,0.106,,,,,,,,,,,,,,,,
0.295,0.146,0.295,0.152,0.432,0.117,0.432,0.109,,,,,,,,,,,,,,,,
0.295,0.157,0.295,0.158,0.432,0.114,0.432,0.118,,,,,,,,,,,,,,,,
0.295,0.161,0.295,0.16,0.433,0.12,0.433,0.121,,,,,,,,,,,,,,,,
0.295,0.161,0.295,0.167,0.433,0.114,0.433,0.095,,,,,,,,,,,,,,,,
0.296,0.167,0.296,0.163,0.433,0.109,0.433,0.101,,,,,,,,,,,,,,,,
0.296,0.169,0.296,0.158,0.434,0.103,0.434,0.117,,,,,,,,,,,,,,,,
0.296,0.178,0.296,0.166,0.434,0.114,0.434,0.107,,,,,,,,,,,,,,,,
0.296,0.176,0.296,0.169,0.434,0.111,0.434,0.092,,,,,,,,,,,,,,,,
0.297,0.166,0.297,0.166,0.435,0.111,0.435,0.114,,,,,,,,,,,,,,,,
0.297,0.173,0.297,0.163,0.435,0.112,0.435,0.118,,,,,,,,,,,,,,,,
0.297,0.173,0.297,0.166,0.436,0.121,0.436,0.12,,,,,,,,,,,,,,,,
0.297,0.183,0.297,0.172,0.436,0.12,0.436,0.109,,,,,,,,,,,,,,,,
0.298,0.175,0.298,0.173,0.436,0.112,0.436,0.1,,,,,,,,,,,,,,,,
0.298,0.183,0.298,0.17,0.437,0.124,0.437,0.1,,,,,,,,,,,,,,,,
0.298,0.175,0.298,0.173,0.437,0.114,0.437,0.101,,,,,,,,,,,,,,,,
0.298,0.178,0.298,0.183,0.438,0.115,0.438,0.112,,,,,,,,,,,,,,,,
0.299,0.183,0.299,0.184,0.438,0.118,0.438,0.107,,,,,,,,,,,,,,,,
0.299,0.21,0.299,0.187,0.438,0.111,0.438,0.114,,,,,,,,,,,,,,,,
0.299,0.203,0.299,0.18,0.439,0.106,0.439,0.109,,,,,,,,,,,,,,,,
0.299,0.201,0.299,0.187,0.439,0.111,0.439,0.123,,,,,,,,,,,,,,,,
0.3,0.196,0.3,0.187,0.439,0.123,0.439,0.107,,,,,,,,,,,,,,,,
0.3,0.199,0.3,0.198,0.44,0.115,0.44,0.104,,,,,,,,,,,,,,,,
0.3,0.193,0.3,0.198,0.44,0.106,0.44,0.117,,,,,,,,,,,,,,,,
0.3,0.198,0.3,0.195,0.441,0.115,0.441,0.106,,,,,,,,,,,,,,,,
0.301,0.198,0.301,0.198,0.441,0.117,0.441,0.111,,,,,,,,,,,,,,,,
0.301,0.21,0.301,0.196,0.441,0.104,0.441,0.107,,,,,,,,,,,,,,,,
0.301,0.201,0.301,0.203,0.442,0.109,0.442,0.118,,,,,,,,,,,,,,,,
0.301,0.199,0.301,0.203,0.442,0.111,0.442,0.101,,,,,,,,,,,,,,,,
0.302,0.199,0.302,0.201,0.442,0.101,0.442,0.097,,,,,,,,,,,,,,,,
0.302,0.209,0.302,0.21,0.443,0.111,0.443,0.106,,,,,,,,,,,,,,,,
0.302,0.221,0.302,0.204,0.443,0.121,0.443,0.114,,,,,,,,,,,,,,,,
0.302,0.213,0.302,0.216,0.444,0.109,0.444,0.106,,,,,,,,,,,,,,,,
0.303,0.218,0.303,0.215,0.444,0.123,0.444,0.103,,,,,,,,,,,,,,,,
0.303,0.219,0.303,0.212,0.444,0.124,0.444,0.107,,,,,,,,,,,,,,,,
0.303,0.224,0.303,0.224,0.445,0.114,0.445,0.115,,,,,,,,,,,,,,,,
0.303,0.224,0.303,0.224,0.445,0.111,0.445,0.101,,,,,,,,,,,,,,,,
0.304,0.224,0.304,0.219,0.445,0.114,0.445,0.111,,,,,,,,,,,,,,,,
0.304,0.235,0.304,0.23,0.446,0.106,0.446,0.114,,,,,,,,,,,,,,,,
0.304,0.232,0.304,0.227,0.446,0.101,0.446,0.112,,,,,,,,,,,,,,,,
0.304,0.235,0.304,0.233,0.447,0.107,0.447,0.101,,,,,,,,,,,,,,,,
0.305,0.236,0.305,0.232,0.447,0.118,0.447,0.104,,,,,,,,,,,,,,,,
0.305,0.238,0.305,0.242,0.447,0.109,0.447,0.118,,,,,,,,,,,,,,,,
0.305,0.249,0.305,0.239,0.448,0.126,0.448,0.111,,,,,,,,,,,,,,,,
0.305,0.242,0.305,0.258,0.448,0.114,0.448,0.1,,,,,,,,,,,,,,,,
0.306,0.256,0.306,0.25,0.448,0.124,0.448,0.103,,,,,,,,,,,,,,,,
0.306,0.261,0.306,0.244,0.449,0.115,0.449,0.107,,,,,,,,,,,,,,,,
0.306,0.264,0.306,0.259,0.449,0.106,0.449,0.107,,,,,,,,,,,,,,,,
0.306,0.259,0.306,0.264,0.45,0.115,0.45,0.117,,,,,,,,,,,,,,,,
0.307,0.261,0.307,0.264,0.45,0.114,0.45,0.104,,,,,,,,,,,,,,,,
0.307,0.275,0.307,0.276,0.45,0.112,0.45,0.106,,,,,,,,,,,,,,,,
0.307,0.27,0.307,0.276,0.451,0.112,0.451,0.123,,,,,,,,,,,,,,,,
0.307,0.276,0.307,0.281,0.451,0.12,0.451,0.114,,,,,,,,,,,,,,,,
0.308,0.276,0.308,0.273,0.451,0.098,0.451,0.107,,,,,,,,,,,,,,,,
0.308,0.288,0.308,0.279,0.452,0.104,0.452,0.103,,,,,,,,,,,,,,,,
0.308,0.288,0.308,0.291,0.452,0.114,0.452,0.117,,,,,,,,,,,,,,,,
0.308,0.299,0.308,0.293,0.453,0.112,0.453,0.112,,,,,,,,,,,,,,,,
0.309,0.298,0.309,0.275,0.453,0.111,0.453,0.106,,,,,,,,,,,,,,,,
0.309,0.315,0.309,0.322,0.453,0.101,0.453,0.109,,,,,,,,,,,,,,,,
0.309,0.308,0.309,0.316,0.454,0.118,0.454,0.097,,,,,,,,,,,,,,,,
0.309,0.307,0.309,0.305,0.454,0.118,0.454,0.114,,,,,,,,,,,,,,,,
0.31,0.319,0.31,0.315,0.454,0.115,0.454,0.114,,,,,,,,,,,,,,,,
0.31,0.328,0.31,0.321,0.455,0.109,0.455,0.109,,,,,,,,,,,,,,,,
0.31,0.328,0.31,0.322,0.455,0.114,0.455,0.104,,,,,,,,,,,,,,,,
0.31,0.319,0.31,0.334,0.456,0.135,0.456,0.111,,,,,,,,,,,,,,,,
0.311,0.334,0.311,0.319,0.456,0.111,0.456,0.106,,,,,,,,,,,,,,,,
0.311,0.334,0.311,0.338,0.456,0.118,0.456,0.117,,,,,,,,,,,,,,,,
0.311,0.353,0.311,0.35,0.457,0.109,0.457,0.117,,,,,,,,,,,,,,,,
0.311,0.344,0.311,0.357,0.457,0.109,0.457,0.126,,,,,,,,,,,,,,,,
0.312,0.357,0.312,0.359,0.457,0.104,0.457,0.097,,,,,,,,,,,,,,,,
0.312,0.371,0.312,0.364,0.458,0.126,0.458,0.103,,,,,,,,,,,,,,,,
0.312,0.367,0.312,0.371,0.458,0.115,0.458,0.104,,,,,,,,,,,,,,,,
0.313,0.368,0.313,0.377,0.459,0.1,0.459,0.114,,,,,,,,,,,,,,,,
0.313,0.376,0.313,0.374,0.459,0.123,0.459,0.107,,,,,,,,,,,,,,,,
0.313,0.393,0.313,0.387,0.459,0.107,0.459,0.103,,,,,,,,,,,,,,,,
0.313,0.39,0.313,0.397,0.46,0.107,0.46,0.106,,,,,,,,,,,,,,,,
0.314,0.402,0.314,0.428,0.46,0.121,0.46,0.115,,,,,,,,,,,,,,,,
0.314,0.41,0.314,0.403,0.46,0.112,0.46,0.103,,,,,,,,,,,,,,,,
0.314,0.405,0.314,0.419,0.461,0.115,0.461,0.089,,,,,,,,,,,,,,,,
0.314,0.426,0.314,0.428,0.461,0.127,0.461,0.107,,,,,,,,,,,,,,,,
0.315,0.425,0.315,0.439,0.462,0.117,0.462,0.114,,,,,,,,,,,,,,,,
0.315,0.428,0.315,0.434,0.462,0.112,0.462,0.101,,,,,,,,,,,,,,,,
0.315,0.449,0.315,0.451,0.462,0.12,0.462,0.114,,,,,,,,,,,,,,,,
0.315,0.454,0.315,0.462,0.463,0.124,0.463,0.115,,,,,,,,,,,,,,,,
0.316,0.457,0.316,0.466,0.463,0.13,0.463,0.126,,,,,,,,,,,,,,,,
0.316,0.466,0.316,0.466,0.463,0.107,0.463,0.112,,,,,,,,,,,,,,,,
0.316,0.46,0.316,0.483,0.464,0.127,0.464,0.118,,,,,,,,,,,,,,,,
0.316,0.477,0.316,0.492,0.464,0.124,0.464,0.114,,,,,,,,,,,,,,,,
0.317,0.491,0.317,0.5,0.465,0.121,0.465,0.109,,,,,,,,,,,,,,,,
0.317,0.492,0.317,0.502,0.465,0.109,0.465,0.114,,,,,,,,,,,,,,,,
0.317,0.509,0.317,0.531,0.465,0.126,0.465,0.112,,,,,,,,,,,,,,,,
0.317,0.509,0.317,0.532,0.466,0.121,0.466,0.107,,,,,,,,,,,,,,,,
0.318,0.518,0.318,0.545,0.466,0.124,0.466,0.111,,,,,,,,,,,,,,,,
0.318,0.531,0.318,0.535,0.466,0.12,0.466,0.112,,,,,,,,,,,,,,,,
0.318,0.537,0.318,0.546,0.467,0.114,0.467,0.109,,,,,,,,,,,,,,,,
0.318,0.543,0.318,0.568,0.467,0.115,0.467,0.106,,,,,,,,,,,,,,,,
0.319,0.554,0.319,0.581,0.468,0.124,0.468,0.117,,,,,,,,,,,,,,,,
0.319,0.564,0.319,0.575,0.468,0.13,0.468,0.112,,,,,,,,,,,,,,,,
0.319,0.592,0.319,0.609,0.468,0.109,0.468,0.115,,,,,,,,,,,,,,,,
0.319,0.581,0.319,0.604,0.469,0.118,0.469,0.112,,,,,,,,,,,,,,,,
0.32,0.595,0.32,0.609,0.469,0.124,0.469,0.109,,,,,,,,,,,,,,,,
0.32,0.592,0.32,0.624,0.469,0.118,0.469,0.107,,,,,,,,,,,,,,,,
0.32,0.609,0.32,0.641,0.47,0.121,0.47,0.114,,,,,,,,,,,,,,,,
0.32,0.623,0.32,0.641,0.47,0.124,0.47,0.123,,,,,,,,,,,,,,,,
0.321,0.624,0.321,0.657,0.47,0.126,0.47,0.117,,,,,,,,,,,,,,,,
0.321,0.637,0.321,0.657,0.471,0.112,0.471,0.106,,,,,,,,,,,,,,,,
0.321,0.643,0.321,0.675,0.471,0.124,0.471,0.103,,,,,,,,,,,,,,,,
0.321,0.653,0.321,0.683,0.472,0.109,0.472,0.114,,,,,,,,,,,,,,,,
0.322,0.667,0.322,0.701,0.472,0.129,0.472,0.107,,,,,,,,,,,,,,,,
0.322,0.683,0.322,0.713,0.472,0.124,0.472,0.104,,,,,,,,,,,,,,,,
0.322,0.693,0.322,0.719,0.473,0.132,0.473,0.111,,,,,,,,,,,,,,,,
0.322,0.699,0.322,0.729,0.473,0.114,0.473,0.112,,,,,,,,,,,,,,,,
0.323,0.71,0.323,0.73,0.473,0.12,0.473,0.12,,,,,,,,,,,,,,,,
0.323,0.71,0.323,0.758,0.474,0.129,0.474,0.114,,,,,,,,,,,,,,,,
0.323,0.735,0.323,0.775,0.474,0.115,0.474,0.126,,,,,,,,,,,,,,,,
0.323,0.745,0.323,0.788,0.475,0.129,0.475,0.123,,,,,,,,,,,,,,,,
0.324,0.752,0.324,0.811,0.475,0.13,0.475,0.118,,,,,,,,,,,,,,,,
0.324,0.775,0.324,0.799,0.475,0.111,0.475,0.121,,,,,,,,,,,,,,,,
0.324,0.782,0.324,0.804,0.476,0.124,0.476,0.13,,,,,,,,,,,,,,,,
0.324,0.793,0.324,0.831,0.476,0.126,0.476,0.124,,,,,,,,,,,,,,,,
0.325,0.799,0.325,0.834,0.476,0.112,0.476,0.121,,,,,,,,,,,,,,,,
0.325,0.83,0.325,0.85,0.477,0.121,0.477,0.111,,,,,,,,,,,,,,,,
0.325,0.827,0.325,0.871,0.477,0.117,0.477,0.13,,,,,,,,,,,,,,,,
0.325,0.831,0.325,0.876,0.478,0.124,0.478,0.111,,,,,,,,,,,,,,,,
0.326,0.836,0.326,0.877,0.478,0.132,0.478,0.118,,,,,,,,,,,,,,,,
0.326,0.86,0.326,0.896,0.478,0.12,0.478,0.1,,,,,,,,,,,,,,,,
0.326,0.868,0.326,0.916,0.479,0.127,0.479,0.126,,,,,,,,,,,,,,,,
0.326,0.877,0.326,0.926,0.479,0.124,0.479,0.103,,,,,,,,,,,,,,,,
0.327,0.89,0.327,0.937,0.479,0.127,0.479,0.104,,,,,,,,,,,,,,,,
0.327,0.897,0.327,0.936,0.48,0.118,0.48,0.111,,,,,,,,,,,,,,,,
0.327,0.916,0.327,0.968,0.48,0.124,0.48,0.118,,,,,,,,,,,,,,,,
0.327,0.923,0.327,0.971,0.481,0.132,0.481,0.126,,,,,,,,,,,,,,,,
0.328,0.928,0.328,0.98,0.481,0.146,0.481,0.117,,,,,,,,,,,,,,,,
0.328,0.943,0.328,0.988,0.481,0.121,0.481,0.121,,,,,,,,,,,,,,,,
0.328,0.96,0.328,0.997,0.482,0.129,0.482,0.114,,,,,,,,,,,,,,,,
0.328,0.968,0.328,1.009,0.482,0.132,0.482,0.12,,,,,,,,,,,,,,,,
0.329,0.974,0.329,1.017,0.482,0.106,0.482,0.114,,,,,,,,,,,,,,,,
0.329,0.989,0.329,1.029,0.483,0.114,0.483,0.115,,,,,,,,,,,,,,,,
0.329,1.02,0.329,1.063,0.483,0.123,0.483,0.109,,,,,,,,,,,,,,,,
0.329,1.015,0.329,1.054,0.484,0.126,0.484,0.111,,,,,,,,,,,,,,,,
0.33,1.022,0.33,1.074,0.484,0.123,0.484,0.115,,,,,,,,,,,,,,,,
0.33,1.038,0.33,1.066,0.484,0.129,0.484,0.117,,,,,,,,,,,,,,,,
0.33,1.046,0.33,1.081,0.485,0.114,0.485,0.109,,,,,,,,,,,,,,,,
0.33,1.058,0.33,1.086,0.485,0.123,0.485,0.1,,,,,,,,,,,,,,,,
0.331,1.071,0.331,1.1,0.485,0.129,0.485,0.121,,,,,,,,,,,,,,,,
0.331,1.083,0.331,1.104,0.486,0.137,0.486,0.097,,,,,,,,,,,,,,,,
0.331,1.086,0.331,1.11,0.486,0.13,0.486,0.12,,,,,,,,,,,,,,,,
0.331,1.094,0.331,1.118,0.487,0.114,0.487,0.114,,,,,,,,,,,,,,,,
0.332,1.103,0.332,1.129,0.487,0.127,0.487,0.109,,,,,,,,,,,,,,,,
0.332,1.114,0.332,1.13,0.487,0.115,0.487,0.111,,,,,,,,,,,,,,,,
0.332,1.124,0.332,1.137,0.488,0.114,0.488,0.124,,,,,,,,,,,,,,,,
0.332,1.132,0.332,1.144,0.488,0.12,0.488,0.115,,,,,,,,,,,,,,,,
0.333,1.135,0.333,1.143,0.488,0.124,0.488,0.106,,,,,,,,,,,,,,,,
0.333,1.158,0.333,1.144,0.489,0.126,0.489,0.115,,,,,,,,,,,,,,,,
0.333,1.157,0.333,1.147,0.489,0.114,0.489,0.109,,,,,,,,,,,,,,,,
0.333,1.152,0.333,1.147,0.49,0.123,0.49,0.111,,,,,,,,,,,,,,,,
0.334,1.163,0.334,1.149,0.49,0.118,0.49,0.112,,,,,,,,,,,,,,,,
0.334,1.173,0.334,1.144,0.49,0.13,0.49,0.109,,,,,,,,,,,,,,,,
0.334,1.172,0.334,1.15,0.491,0.138,0.491,0.111,,,,,,,,,,,,,,,,
0.334,1.175,0.334,1.143,0.491,0.123,0.491,0.106,,,,,,,,,,,,,,,,
0.335,1.173,0.335,1.144,0.491,0.12,0.491,0.123,,,,,,,,,,,,,,,,
0.335,1.183,0.335,1.132,0.492,0.121,0.492,0.114,,,,,,,,,,,,,,,,
0.335,1.184,0.335,1.127,0.492,0.124,0.492,0.104,,,,,,,,,,,,,,,,
0.335,1.175,0.335,1.12,0.493,0.107,0.493,0.104,,,,,,,,,,,,,,,,
0.336,1.172,0.336,1.106,0.493,0.117,0.493,0.117,,,,,,,,,,,,,,,,
0.336,1.173,0.336,1.1,0.493,0.123,0.493,0.114,,,,,,,,,,,,,,,,
0.336,1.184,0.336,1.084,0.494,0.114,0.494,0.104,,,,,,,,,,,,,,,,
0.336,1.167,0.336,1.069,0.494,0.124,0.494,0.115,,,,,,,,,,,,,,,,
0.337,1.155,0.337,1.051,0.494,0.123,0.494,0.12,,,,,,,,,,,,,,,,
0.337,1.158,0.337,1.022,0.495,0.126,0.495,0.095,,,,,,,,,,,,,,,,
0.337,1.144,0.337,1.012,0.495,0.111,0.495,0.114,,,,,,,,,,,,,,,,
0.337,1.141,0.337,0.992,0.496,0.132,0.496,0.121,,,,,,,,,,,,,,,,
0.338,1.117,0.338,0.96,0.496,0.112,0.496,0.118,,,,,,,,,,,,,,,,
0.338,1.106,0.338,0.931,0.496,0.114,0.496,0.106,,,,,,,,,,,,,,,,
0.338,1.098,0.338,0.908,0.497,0.126,0.497,0.109,,,,,,,,,,,,,,,,
0.338,1.078,0.338,0.879,0.497,0.114,0.497,0.104,,,,,,,,,,,,,,,,
0.339,1.064,0.339,0.836,0.497,0.126,0.497,0.109,,,,,,,,,,,,,,,,
0.339,1.045,0.339,0.804,0.498,0.107,0.498,0.118,,,,,,,,,,,,,,,,
0.339,1.041,0.339,0.801,0.498,0.114,0.498,0.109,,,,,,,,,,,,,,,,
0.339,0.985,0.339,0.755,0.499,0.123,0.499,0.112,,,,,,,,,,,,,,,,
0.34,0.971,0.34,0.71,0.499,0.121,0.499,0.117,,,,,,,,,,,,,,,,
0.34,0.93,0.34,0.663,0.499,0.129,0.499,0.121,,,,,,,,,,,,,,,,
0.34,0.89,0.34,0.63,0.5,0.112,0.5,0.123,,,,,,,,,,,,,,,,
0.34,0.864,0.34,0.591,0.5,0.103,0.5,0.089,,,,,,,,,,,,,,,,
0.341,0.828,0.341,0.564,0.5,0.084,0.5,0.068,,,,,,,,,,,,,,,,
0.341,0.79,0.341,0.528,0.499,0.052,0.499,0.066,,,,,,,,,,,,,,,,
0.341,0.753,0.341,0.495,0.499,0.04,0.499,0.051,,,,,,,,,,,,,,,,
0.341,0.718,0.341,0.457,0.499,0.052,0.499,0.02,,,,,,,,,,,,,,,,
0.342,0.667,0.342,0.43,0.498,0.034,0.498,0.037,,,,,,,,,,,,,,,,
0.342,0.626,0.342,0.4,0.498,0.028,0.498,0.019,,,,,,,,,,,,,,,,
0.342,0.597,0.342,0.374,0.497,0.022,0.497,0.015,,,,,,,,,,,,,,,,
0.342,0.554,0.342,0.348,0.497,0.031,0.497,0.026,,,,,,,,,,,,,,,,
0.343,0.517,0.343,0.334,0.497,0.031,0.497,0.012,,,,,,,,,,,,,,,,
0.343,0.476,0.343,0.299,0.496,0.022,0.496,0.006,,,,,,,,,,,,,,,,
0.343,0.463,0.343,0.285,0.496,0.02,0.496,0.005,,,,,,,,,,,,,,,,
0.343,0.414,0.343,0.268,0.496,0.032,0.496,0.011,,,,,,,,,,,,,,,,
0.344,0.384,0.344,0.259,0.495,0.014,0.495,0.008,,,,,,,,,,,,,,,,
0.344,0.345,0.344,0.236,0.495,0.006,0.495,0.017,,,,,,,,,,,,,,,,
0.344,0.328,0.344,0.23,0.494,0.02,0.494,0.023,,,,,,,,,,,,,,,,
0.344,0.299,0.344,0.221,0.494,0.009,0.494,0.008,,,,,,,,,,,,,,,,
0.344,0.279,0.344,0.212,0.494,0.008,0.494,0.011,,,,,,,,,,,,,,,,
0.345,0.262,0.345,0.201,0.493,0.009,0.493,0.008,,,,,,,,,,,,,,,,
0.345,0.25,0.345,0.199,0.493,0.006,0.493,-0.001,,,,,,,,,,,,,,,,
0.345,0.241,0.345,0.193,0.493,0.015,0.493,-0.005,,,,,,,,,,,,,,,,
0.345,0.222,0.345,0.187,0.492,0.002,0.492,0.011,,,,,,,,,,,,,,,,
0.346,0.212,0.346,0.18,0.492,0.012,0.492,0.009,,,,,,,,,,,,,,,,
0.346,0.198,0.346,0.184,0.491,0.008,0.491,-0.005,,,,,,,,,,,,,,,,
0.346,0.195,0.346,0.187,0.491,0.005,0.491,-0.021,,,,,,,,,,,,,,,,
0.346,0.189,0.346,0.17,0.491,0.019,0.491,0.011,,,,,,,,,,,,,,,,
0.347,0.186,0.347,0.16,0.49,0.011,0.49,-0.009,,,,,,,,,,,,,,,,
0.347,0.207,0.347,0.163,0.49,0.006,0.49,-0.008,,,,,,,,,,,,,,,,
0.347,0.166,0.347,0.169,0.49,0.003,0.49,-0.005,,,,,,,,,,,,,,,,
0.347,0.175,0.347,0.157,0.489,0.011,0.489,0.011,,,,,,,,,,,,,,,,
0.348,0.166,0.348,0.15,0.489,0.014,0.489,-0.012,,,,,,,,,,,,,,,,
0.348,0.164,0.348,0.157,0.488,0.015,0.488,0.005,,,,,,,,,,,,,,,,
0.348,0.169,0.348,0.141,0.488,-0.008,0.488,0.012,,,,,,,,,,,,,,,,
0.348,0.157,0.348,0.153,0.488,0.008,0.488,0.008,,,,,,,,,,,,,,,,
0.349,0.16,0.349,0.141,0.487,0.002,0.487,-0.011,,,,,,,,,,,,,,,,
